IPO Date,Symbol,Company Name,IPO Price,Current,Return,year
2021-04-08,MPAC,Model Performance Acquisition Corp.,$10.00,$7.99,-20.10%,2021
2021-04-08,TIOA,Tio Tech A,$10.00,-,-,2021
2021-04-07,CMLT,"CM Life Sciences III, Inc.",$10.00,$8.69,-13.10%,2021
2021-04-07,PANA,Panacea Acquisition Corp. II,$10.00,$10.25,2.50%,2021
2021-04-06,ACBA,Ace Global Business Acquisition Limited,$10.00,$12.03,20.30%,2021
2021-04-06,WTO,UTime Limited,$4.00,$3.02,-28.50%,2021
2021-04-01,COMP,"Compass, Inc.",$18.00,$8.28,-53.44%,2021
2021-04-01,EM,Smart Share Global Limited,$8.50,$1.14,-86.59%,2021
2021-04-01,KARO,Karooooo Ltd.,$47.52,$47.21,-0.65%,2021
2021-04-01,ULCC,"Frontier Group Holdings, Inc.",$19.00,$3.37,-82.26%,2021
2021-03-31,ACHL,Achilles Therapeutics plc,$18.00,$1.48,-91.78%,2021
2021-03-31,COUR,"Coursera, Inc.",$33.00,$6.04,-81.70%,2021
2021-03-31,MBTC,Nocturne Acquisition Corp.,$10.00,$11.66,16.60%,2021
2021-03-30,TWOA,two,$10.00,$10.70,7.00%,2021
2021-03-26,ALHC,"Alignment Healthcare, Inc.",$18.00,$16.99,-5.61%,2021
2021-03-26,BVC,BitVentures Limited,-,$8.23,-,2021
2021-03-26,DSGN,"Design Therapeutics, Inc.",$20.00,$10.12,-49.40%,2021
2021-03-26,EWTX,"Edgewise Therapeutics, Inc.",$16.00,$29.59,84.94%,2021
2021-03-26,IKNA,"Ikena Oncology, Inc.",$16.00,$17.16,-91.06%,2021
2021-03-26,TDUP,ThredUp Inc.,$14.00,$3.42,-75.57%,2021
2021-03-26,ZH,Zhihu Inc.,$9.50,$3.09,-67.47%,2021
2021-03-25,CRCT,"Cricut, Inc.",$20.00,$4.07,-79.65%,2021
2021-03-25,DSEY,"Diversey Holdings, Ltd.",$15.00,$8.39,-44.07%,2021
2021-03-25,EEIQ,EpicQuest Education Group International Limited,$8.00,$2.72,-66.00%,2021
2021-03-25,LCA,"Landcadia Holdings IV, Inc.",$10.00,$10.55,5.50%,2021
2021-03-25,LVTX,LAVA Therapeutics N.V.,$15.00,$1.74,-88.40%,2021
2021-03-25,MSDA,MSD Acquisition Corp.,$10.00,$10.24,2.35%,2021
2021-03-25,OLK,Olink Holding AB (publ),$20.00,$26.08,30.40%,2021
2021-03-25,SEMR,"Semrush Holdings, Inc.",$14.00,$11.92,-14.86%,2021
2021-03-25,VZIO,VIZIO Holding Corp.,$21.00,$11.35,-45.95%,2021
2021-03-24,ACVA,ACV Auctions Inc.,$25.00,$4.84,-80.64%,2021
2021-03-24,CRZN,Corazon Capital V838 Monoceros Corp.,$10.00,$10.23,2.25%,2021
2021-03-24,DCRC,Decarbonization Plus Acquisition Corporation III,$10.00,$13.01,30.10%,2021
2021-03-24,DISA,Disruptive Acquisition Corporation I,$10.00,$10.68,6.80%,2021
2021-03-24,DOCN,"DigitalOcean Holdings, Inc.",$47.00,$68.63,46.02%,2021
2021-03-24,KVSB,Khosla Ventures Acquisition Co. II,$10.00,$11.12,11.20%,2021
2021-03-24,KVSC,Khosla Ventures Acquisition Co. III,$10.00,$10.20,2.00%,2021
2021-03-24,NGC,Northern Genesis Acquisition Corp. III,$10.00,$10.16,1.60%,2021
2021-03-23,ACTD,ArcLight Clean Transition Corp. II,$10.00,$7.60,-24.00%,2021
2021-03-23,DGNU,Dragoneer Growth Opportunities Corp. III,$10.00,$9.99,-0.10%,2021
2021-03-23,GGPI,"Gores Guggenheim, Inc.",$10.00,$11.23,12.30%,2021
2021-03-23,GLHA,Glass Houses Acquisition Corp.,$10.00,$10.08,0.80%,2021
2021-03-23,LEGA,"Lead Edge Growth Opportunities, Ltd",$10.00,$10.22,2.20%,2021
2021-03-23,MOVE,Movano Inc.,$5.00,$13.24,164.80%,2021
2021-03-23,NBST,Newbury Street Acquisition Corporation,$10.00,$10.87,8.70%,2021
2021-03-23,NGCA,NextGen Acquisition Corp. II,$10.00,$9.25,-7.50%,2021
2021-03-23,OPA,Magnum Opus Acquisition Limited,$10.00,-,-,2021
2021-03-23,RKTA,Rocket Internet Growth Opportunities Corp.,$10.00,$10.19,1.90%,2021
2021-03-23,STRE,"Supernova Partners Acquisition Company III, Ltd.",$10.00,$10.23,2.30%,2021
2021-03-23,TBSA,TB SA Acquisition Corp.,$10.00,$10.21,2.05%,2021
2021-03-23,UPC,Universe Pharmaceuticals INC,$5.00,$2.54,-49.16%,2021
2021-03-23,VGII,Virgin Group Acquisition Corp. II,$10.00,$5.96,-40.40%,2021
2021-03-19,AFAQ,AF Acquisition Corp.,$10.00,$10.02,0.20%,2021
2021-03-19,AFCG,Advanced Flower Capital Inc.,$19.00,$2.63,-86.16%,2021
2021-03-19,BYTS,BYTE Acquisition Corp.,$10.00,$6.49,-35.10%,2021
2021-03-19,CNTB,Connect Biopharma Holdings Limited,$17.00,$2.69,-84.18%,2021
2021-03-19,FNCH,"Finch Therapeutics Group, Inc.",$17.00,$11.75,-30.88%,2021
2021-03-19,GGMC,Glenfarne Merger Corp.,$10.00,$10.17,1.70%,2021
2021-03-19,LDHA,LDH Growth Corp. I,$10.00,$10.21,2.10%,2021
2021-03-19,LGV,Longview Acquisition Corp. II,$10.00,$10.09,0.90%,2021
2021-03-19,LVRA,Levere Holdings Corp.,$10.00,$10.23,2.30%,2021
2021-03-19,TIL,"Instil Bio, Inc.",$20.00,$8.26,-58.70%,2021
2021-03-18,AAQC,Accelerate Acquisition Corp.,$10.00,$10.12,1.20%,2021
2021-03-18,AMAO,"American Acquisition Opportunity, Inc.",$10.00,$7.90,-20.97%,2021
2021-03-18,FMIV,Forum Merger IV Corporation,$10.00,$10.36,3.60%,2021
2021-03-18,GANX,"Gain Therapeutics, Inc.",$11.00,$2.43,-77.91%,2021
2021-03-18,GXII,GX Acquisition Corp. II,$10.00,$6.69,-33.10%,2021
2021-03-18,NAPA,Napatech A/S,$15.00,$11.09,-26.07%,2021
2021-03-18,RACB,Research Alliance Corp. II,$10.00,$10.11,1.10%,2021
2021-03-18,REVH,Revolution Healthcare Acquisition Corp.,$10.00,$10.04,0.40%,2021
2021-03-18,TUYA,Tuya Inc.,$21.00,$2.43,-88.43%,2021
2021-03-18,VEI,"Vine Energy, Inc.",$14.00,$17.58,25.57%,2021
2021-03-17,ATHN,Athena Technology Acquisition Corp.,$10.00,$9.59,-4.10%,2021
2021-03-17,BGSX,Build Acquisition Corp.,$10.00,$10.20,2.00%,2021
2021-03-17,GAMC,Golden Arrow Merger Corp.,$10.00,$9.00,-10.00%,2021
2021-03-17,JWEL,Jowell Global Ltd.,$7.00,$2.45,-65.00%,2021
2021-03-17,KAHC,KKR Acquisition Holdings I Corp.,$10.00,$10.08,0.80%,2021
2021-03-17,KSI,Kadem Sustainable Impact Corporation,$10.00,$10.15,1.50%,2021
2021-03-17,OLO,DB Crude Oil Long ETN,$25.00,$10.26,-58.96%,2021
2021-03-17,SNCY,"Sun Country Airlines Holdings, Inc.",$24.00,$15.54,-35.25%,2021
2021-03-17,TETC,Tech & Energy Transition Corporation,$10.00,$10.17,1.70%,2021
2021-03-16,EBAC,European Biotech Acquisition Corp.,$10.00,-,-,2021
2021-03-16,FVIV,Fortress Value Acquisition Corp. IV,$10.00,$10.04,0.40%,2021
2021-03-16,FZT,FAST Acquisition Corp. II,$10.00,$7.76,-22.40%,2021
2021-03-16,PLMI,Plum Acquisition Corp. I,$10.00,$9.00,-10.00%,2021
2021-03-16,RTPY,Reinvent Technology Partners Y,$10.00,$9.91,-0.90%,2021
2021-03-16,WALD,Waldencast plc,$10.00,$1.58,-84.20%,2021
2021-03-12,CFFE,CF Acquisition Corp. VIII,$10.00,$16.52,65.20%,2021
2021-03-12,FTPA,FTAC Parnassus Acquisition Corp.,$10.00,$10.14,1.40%,2021
2021-03-12,GTPA,"Gores Technology Partners, Inc.",$10.00,$10.38,3.80%,2021
2021-03-12,GTPB,"Gores Technology Partners II, Inc.",$10.00,$10.02,0.20%,2021
2021-03-12,HAYW,"Hayward Holdings, Inc.",$17.00,$14.25,-16.18%,2021
2021-03-12,JOANQ,"JOANN, Inc.",$12.00,$0.08,-99.37%,2021
2021-03-12,LBPH,"Longboard Pharmaceuticals, Inc.",$16.00,$59.98,274.88%,2021
2021-03-12,ROSS,Ross Acquisition Corp. II,$10.00,$11.08,10.80%,2021
2021-03-12,RXDX,"Prometheus Biosciences, Inc.",$19.00,$199.92,952.21%,2021
2021-03-12,SCAQ,Stratim Cloud Acquisition Corp.,$10.00,$10.43,4.30%,2021
2021-03-12,STKH,Steakholder Foods Ltd.,$10.30,$1.16,-89.03%,2021
2021-03-11,ATSP,Archimedes Tech SPAC Partners Co.,$10.00,$8.10,-19.00%,2021
2021-03-11,CPNG,"Coupang, Inc.",$35.00,$18.45,-47.29%,2021
2021-03-11,FHS,"First High-School Education Group Co., Ltd.",$10.00,$0.28,-97.24%,2021
2021-03-11,FRON,Frontier Acquisition Corp.,$10.00,$10.17,1.70%,2021
2021-03-11,GAPA,G&P Acquisition Corp.,$10.00,$10.15,1.50%,2021
2021-03-11,LCAA,L Catterton Asia Acquisition Corp.,$10.00,$13.51,35.10%,2021
2021-03-11,PTOC,Pine Technology Acquisition Corp.,$10.00,$10.17,1.70%,2021
2021-03-11,SPKB,Silver Spike Acquisition Corp. II,$10.00,$10.22,2.20%,2021
2021-03-10,AGGR,Agile Growth Corp.,$10.00,$10.21,2.10%,2021
2021-03-10,CLAA,Colonnade Acquisition Corp. II,$10.00,$10.20,2.00%,2021
2021-03-10,DTOC,Digital Transformation Opportunities Corp.,$10.00,$25.97,159.70%,2021
2021-03-10,ESM,ESM Acquisition Corporation,$10.00,$10.20,2.00%,2021
2021-03-10,FRW,PWP Forward Acquisition Corp. I,$10.00,$10.02,0.20%,2021
2021-03-10,FRXB,Forest Road Acquisition Corp. II,$10.00,$10.43,4.30%,2021
2021-03-10,RBLX,Roblox Corporation,$45.00,$56.42,25.38%,2021
2021-03-10,SBII,Sandbridge X2 Corp.,$10.00,$10.10,1.00%,2021
2021-03-10,VAQC,Vector Acquisition Corporation II,$10.00,$10.67,6.70%,2021
2021-03-09,ACQR,Independence Holdings Corp.,$10.00,$10.19,1.90%,2021
2021-03-09,GROY,Gold Royalty Corp.,$5.00,$3.95,-21.00%,2021
2021-03-09,PDOT,Peridot Acquisition Corp. II,$10.00,$10.18,1.80%,2021
2021-03-09,SVFB,SVF Investment Corp. 2,$10.00,$10.21,2.10%,2021
2021-03-09,SVFC,SVF Investment Corp. 3,$10.00,$9.10,-9.00%,2021
2021-03-05,DMYQ,"dMY Technology Group, Inc. IV",$10.00,$10.81,8.10%,2021
2021-03-05,FRSG,First Reserve Sustainable Growth Corp.,$10.00,$10.15,1.50%,2021
2021-03-05,IPVA,InterPrivate II Acquisition Corp.,$10.00,$8.82,-11.80%,2021
2021-03-05,IPVF,"InterPrivate III Financial Partners, Inc.",$10.00,$11.00,10.00%,2021
2021-03-05,IPVI,"InterPrivate IV InfraTech Partners, Inc.",$10.00,$10.12,1.20%,2021
2021-03-05,IRAA,Iris Acquisition Corp,$10.00,$6.43,-35.70%,2021
2021-03-05,LHAA,Lerer Hippeau Acquisition Corp.,$10.00,$10.08,0.80%,2021
2021-03-05,TWNT,Tailwind Two Acquisition Corp.,$10.00,$10.96,9.60%,2021
2021-03-05,VPCB,VPC Impact Acquisition Holdings II,$10.00,$10.28,2.80%,2021
2021-03-05,VPCC,"VPC Impact Acquisition Holdings III, Inc.",$10.00,$8.21,-17.90%,2021
2021-03-05,WPCA,Warburg Pincus Capital Corporation I-A,$10.00,$10.21,2.10%,2021
2021-03-05,WPCB,Warburg Pincus Capital Corporation I-B,$10.00,$10.21,2.10%,2021
2021-03-04,ACAH,Atlantic Coastal Acquisition Corp.,$10.00,$10.45,4.50%,2021
2021-03-04,ATAQ,Altimar Acquisition Corp. III,$10.00,$10.43,4.30%,2021
2021-03-04,AURC,Aurora Acquisition Corp.,$10.00,$17.44,74.43%,2021
2021-03-04,HERA,FTAC Hera Acquisition Corp.,$10.00,$10.19,1.90%,2021
2021-03-04,INNV,InnovAge Holding Corp.,$21.00,$8.39,-60.05%,2021
2021-03-04,KVSA,Khosla Ventures Acquisition Co.,$10.00,$10.74,7.40%,2021
2021-03-04,MBAC,M3-Brigade Acquisition II Corp.,$10.00,$10.59,5.90%,2021
2021-03-04,PSAG,Property Solutions Acquisition Corp. II,$10.00,$10.08,0.80%,2021
2021-03-04,RXRA,RXR Acquisition Corp.,$10.00,$10.04,0.40%,2021
2021-03-04,TRCA,Twin Ridge Capital Acquisition Corp.,$10.00,$7.87,-21.30%,2021
2021-03-03,ISOS,Isos Acquisition Corp.,$10.00,$10.00,-,2021
2021-03-03,MACC,Mission Advancement Corp.,$10.00,$10.06,0.60%,2021
2021-03-03,OSCR,"Oscar Health, Inc.",$39.00,$13.23,-66.08%,2021
2021-03-03,ROCR,Roth CH Acquisition III Co.,$10.00,$9.16,-8.40%,2021
2021-03-02,AMPI,"Advanced Merger Partners, Inc.",$10.00,$10.07,0.70%,2021
2021-03-02,ANZU,Anzu Special Acquisition Corp. I,$10.00,$6.86,-29.85%,2021
2021-03-02,ARRW,Arrowroot Acquisition Corp.,$10.00,$18.00,80.00%,2021
2021-03-02,DHBC,DHB Capital Corp.,$10.00,$10.10,1.00%,2021
2021-03-02,DHCA,DHC Acquisition Corp.,$10.00,$7.70,-23.00%,2021
2021-03-02,FTEV,FinTech Evolution Acquisition Group,$10.00,$10.18,1.80%,2021
2021-03-02,GBRG,Goldenbridge Acquisition Limited,$10.00,$6.11,-38.90%,2021
2021-03-02,HYAC2,Haymaker Acquisition Corp. III,$10.00,$9.02,-9.80%,2021
2021-03-02,LOKM,Live Oak Mobility Acquisition Corp.,$10.00,$10.15,1.50%,2021
2021-03-02,NDAC,Nightdragon Acquisition Corp.,$10.00,$10.08,0.80%,2021
2021-03-02,NSTC,Northern Star Investment Corp. III,$10.00,$0.05,-99.50%,2021
2021-03-02,NSTD,Northern Star Investment Corp. IV,$10.00,$0.01,-99.90%,2021
2021-03-02,OHPA,Orion Acquisition Corp.,$10.00,$10.08,0.80%,2021
2021-03-02,SNII,"Supernova Partners Acquisition Company II, Ltd.",$10.00,$10.24,2.40%,2021
2021-03-02,TSPQ,TCW Special Purpose Acquisition Corp.,$10.00,$10.02,0.20%,2021
2021-02-26,AGACF,African Gold Acquisition Corporation,$10.00,$10.12,1.20%,2021
2021-02-26,ARYD,ARYA Sciences Acquisition Corp. IV,$10.00,$6.64,-33.60%,2021
2021-02-26,ASZ,Austerlitz Acquisition Corporation II,$10.00,$9.99,-0.10%,2021
2021-02-26,AUS,Austerlitz Acquisition Corporation I,$10.00,$9.98,-0.20%,2021
2021-02-26,FACT,Freedom Acquisition I Corp.,$10.00,$5.45,-45.50%,2021
2021-02-26,FSNB,Fusion Acquisition Corp. II,$10.00,-,-,2021
2021-02-26,IBER,Ibere Pharmaceuticals,$10.00,$10.18,1.80%,2021
2021-02-26,KCAC2,Kensington Capital Acquisition Corp. II,$10.00,$8.07,-19.30%,2021
2021-02-26,LIII,Leo Holdings III Corp.,$10.00,$9.45,-5.50%,2021
2021-02-26,MACQ,MCAP Acquisition Corporation,$10.00,$9.66,-3.40%,2021
2021-02-26,SBEA,SilverBox Engaged Merger Corp. I,$10.00,$12.01,20.10%,2021
2021-02-26,TWLV,Twelve Seas Investment Company II,$10.00,$10.56,5.60%,2021
2021-02-26,WARR,Warrior Technologies Acquisition Company,$10.00,$10.01,0.10%,2021
2021-02-25,EJFA,EJF Acquisition Corp.,$10.00,$5.91,-40.90%,2021
2021-02-25,FLME,Flame Acquisition Corp.,$10.00,$12.10,21.00%,2021
2021-02-25,GIIX,"Gores Holdings VIII, Inc.",$10.00,$10.06,0.60%,2021
2021-02-25,HUGS,USHG Acquisition Corp.,$10.00,$10.05,0.50%,2021
2021-02-25,ISLE,Isleworth Healthcare Acquisition Corp.,$10.00,$10.01,0.10%,2021
2021-02-25,SCR,"Score Media & Gaming, Inc.",$27.00,$35.58,31.78%,2021
2021-02-24,BOAS,BOA Acquisition Corp.,$10.00,$9.13,-8.70%,2021
2021-02-24,COLI,"Colicity, Inc.",$10.00,$10.07,0.70%,2021
2021-02-24,GLBL,Cartesian Growth Corporation,$10.00,$10.33,3.30%,2021
2021-02-24,HIII,Hudson Executive Investment Corp. III,$10.00,$10.08,0.80%,2021
2021-02-24,SRNG,Soaring Eagle Acquisition Corp.,$10.00,$12.18,21.80%,2021
2021-02-23,ANAC,Arctos NorthStar Acquisition Corp.,$10.00,$10.19,1.90%,2021
2021-02-23,CMII,"CM Life Sciences II, Inc.",$10.00,$10.63,6.30%,2021
2021-02-23,FTAA,FTAC Athena Acquisition Corp.,$10.00,$10.17,1.65%,2021
2021-02-23,GSEV,"Gores Holdings VII, Inc.",$10.00,$10.00,-,2021
2021-02-23,SLAM,Slam Corp.,$10.00,$11.14,11.40%,2021
2021-02-23,VELO,Velocity Acquisition Corp.,$10.00,$10.02,0.20%,2021
2021-02-19,ASPC,Alpha Capital Acquisition Company,$10.00,$6.95,-30.50%,2021
2021-02-19,BRPM,B. Riley Principal 150 Merger Corp.,$10.00,$13.02,30.20%,2021
2021-02-19,CFVI,CF Acquisition Corp. VI,$10.00,$12.04,20.40%,2021
2021-02-19,FACA,Figure Acquisition Corp. I,$10.00,$10.04,0.40%,2021
2021-02-19,SPGS,"Simon Property Group Acquisition Holdings, Inc.",$10.00,$10.09,0.90%,2021
2021-02-19,TWNFF,Tailwind International Acquisition Corp.,-,$10.18,-,2021
2021-02-18,FSRX,FinServ Acquisition Corp. II,$10.00,$10.34,3.40%,2021
2021-02-18,KIII,Kismet Acquisition Three Corp.,$10.00,$10.16,1.60%,2021
2021-02-18,QDRO,Quadro Acquisition One Corp.,$10.00,$10.95,9.50%,2021
2021-02-17,ABGI,ABG Acquisition Corp. I,$10.00,$10.18,1.80%,2021
2021-02-17,AUUD,Auddia Inc.,$4.13,$0.89,-78.42%,2021
2021-02-17,FSII,FS Development Corp. II,$10.00,$9.80,-2.00%,2021
2021-02-17,MACA,Moringa Acquisition Corp.,$10.00,$9.46,-5.40%,2021
2021-02-17,NVSA,New Vista Acquisition Corp.,$10.00,$10.17,1.70%,2021
2021-02-17,PFDR,Pathfinder Acquisition Corporation,$10.00,$8.58,-14.20%,2021
2021-02-17,SPTK,SportsTek Acquisition Corp.,$10.00,$10.15,1.50%,2021
2021-02-17,VRPX,"Virpax Pharmaceuticals, Inc.",$10.00,$0.67,-93.31%,2021
2021-02-16,MSAC,Medicus Sciences Acquisition Corp.,$10.00,-,-,2021
2021-02-12,BITE,Bite Acquisition Corp.,$10.00,$12.50,25.00%,2021
2021-02-12,CCVI,Churchill Capital Corp. VI,$10.00,$10.49,4.85%,2021
2021-02-12,CHAA,Catcha Investment Corp.,$10.00,$8.90,-11.00%,2021
2021-02-12,CVII,Churchill Capital Corp. VII,$10.00,$9.99,-0.10%,2021
2021-02-12,DBTX,"Decibel Therapeutics, Inc.",$18.00,$4.91,-72.72%,2021
2021-02-12,LGVN,Longeveron Inc.,$10.00,$0.97,-90.27%,2021
2021-02-12,NEXI,"NexImmune, Inc.",$17.00,$0.36,-97.91%,2021
2021-02-12,RCLF,Rosecliff Acquisition Corp. I,$10.00,$11.57,15.70%,2021
2021-02-12,SCLE,Broadscale Acquisition Corp.,$10.00,$10.05,0.50%,2021
2021-02-12,SLAC,Social Leverage Acquisition Corp. I,$10.00,$10.42,3.10%,2021
2021-02-12,TCAC,Tuatara Capital Acquisition Corporation,$10.00,$8.55,-14.50%,2021
2021-02-12,TLIS,Talis Biomedical Corporation,$16.00,$1.65,-89.69%,2021
2021-02-12,TSIB,Tishman Speyer Innovation Corp. II,$10.00,$10.06,0.60%,2021
2021-02-11,APR,"Apria, Inc.",$20.00,$37.50,87.50%,2021
2021-02-11,BMBL,Bumble Inc.,$43.00,$3.77,-91.23%,2021
2021-02-11,BVS,Bioventus Inc.,$13.00,$8.62,-33.69%,2021
2021-02-11,IACB,ION Acquisition Corp. 2 Ltd.,$10.00,$7.95,-20.50%,2021
2021-02-11,LDI,"loanDepot, Inc.",$14.00,$1.59,-88.64%,2021
2021-02-11,PUCK,Goal Acquisitions Corp.,$10.00,$10.70,7.00%,2021
2021-02-11,SGFY,"Signify Health, Inc.",$24.00,$30.49,27.04%,2021
2021-02-10,APGB,Apollo Strategic Growth Capital II,$10.00,$10.58,5.80%,2021
2021-02-10,BPTS,Biophytis S.A.,$16.75,-,-,2021
2021-02-10,DSP,Viant Technology Inc.,$25.00,$12.32,-50.72%,2021
2021-02-10,FORE,Foresight Acquisition Corp.,$10.00,$9.48,-5.20%,2021
2021-02-10,LGAC,Lazard Growth Acquisition Corp. I,$10.00,$10.18,1.80%,2021
2021-02-10,SCOB,ScION Tech Growth II,$10.00,$10.20,1.95%,2021
2021-02-10,VLON,"Vallon Pharmaceuticals, Inc.",$8.00,-,-,2021
2021-02-10,XPDI,Power & Digital Infrastructure Acquisition Corp.,$10.00,$9.60,-4.00%,2021
2021-02-09,ADAG,Adagene Inc.,$19.00,$4.13,-78.26%,2021
2021-02-09,ADRA,Adara Acquisition Corp.,$10.00,$3.85,-60.00%,2021
2021-02-09,CPTK,Crown PropTech Acquisitions,$10.00,-,-,2021
2021-02-09,ENNV,ECP Environmental Growth Opportunities Corp.,$10.00,$7.63,-23.70%,2021
2021-02-09,EPOW,E-Power Inc.,$4.00,$0.68,-82.95%,2021
2021-02-09,EVOJ,Evo Acquisition Corp.,$10.00,$10.12,1.20%,2021
2021-02-09,GIG,"GigCapital4, Inc.",$10.00,$10.03,0.30%,2021
2021-02-09,PGRW,Progress Acquisition Corp.,$10.00,$10.31,3.10%,2021
2021-02-09,PICC,Pivotal Investment Corporation III,$10.00,$10.00,-,2021
2021-02-09,PMGM,Priveterra Acquisition Corp.,$10.00,$10.84,8.40%,2021
2021-02-09,RAASY,Cloopen Group Holding Limited,$16.00,$0.65,-95.94%,2021
2021-02-09,SPAQ,Spartan Acquisition Corp. III,$10.00,$6.46,-35.40%,2021
2021-02-09,VENA,Venus Acquisition Corporation,$10.00,$10.47,4.70%,2021
2021-02-08,BAOS,Baosheng Media Group Holdings Limited,$5.00,$2.68,-46.40%,2021
2021-02-05,ATMR,Altimar Acquisition Corp. II,$10.00,$10.53,5.30%,2021
2021-02-05,BOLT,"Bolt Biotherapeutics, Inc.",$20.00,$3.91,-80.45%,2021
2021-02-05,CNEY,CN Energy Group. Inc.,$4.00,$1.00,-75.37%,2021
2021-02-05,COVA,COVA Acquisition Corp.,$10.00,$10.55,5.50%,2021
2021-02-05,CPUH,Compute Health Acquisition Corp.,$10.00,$10.36,3.60%,2021
2021-02-05,EVAX,Evaxion A/S,$10.00,$4.37,-56.30%,2021
2021-02-05,FWAA,Fifth Wall Acquisition Corp. I,$10.00,$12.10,21.00%,2021
2021-02-05,GSQD,"G Squared Ascend I, Inc.",$10.00,$10.17,1.74%,2021
2021-02-05,HHLA,HH&L Acquisition Co.,$10.00,$10.75,7.50%,2021
2021-02-05,IMCR,Immunocore Holdings plc,$26.00,$30.86,18.69%,2021
2021-02-05,JOFF,JOFF Fintech Acquisition Corp.,$10.00,$10.10,1.00%,2021
2021-02-05,KURI,Alkuri Global Acquisition Corp.,$10.00,$9.20,-8.00%,2021
2021-02-05,LHDXQ,"Lucira Health, Inc.",-,-,-,2021
2021-02-05,PHVS,Pharvaris N.V.,$20.00,$25.42,27.10%,2021
2021-02-05,QFTA,Quantum FinTech Acquisition Corporation,$10.00,$5.20,-18.00%,2021
2021-02-05,RMGCF,RMG Acquisition Corp. III,$10.00,$9.82,-1.80%,2021
2021-02-05,SDAC,Sustainable Development Acquisition I Corp.,$10.00,$10.40,4.00%,2021
2021-02-05,TBCP,"Thunder Bridge Capital Partners III, Inc.",$10.00,$10.21,2.10%,2021
2021-02-05,TERN,"Terns Pharmaceuticals, Inc.",$17.00,$46.52,173.65%,2021
2021-02-05,VOR,Vor Biopharma Inc.,$18.00,$13.48,-25.11%,2021
2021-02-04,ACII,Atlas Crest Investment Corp. II,$10.00,$10.07,0.70%,2021
2021-02-04,ASAX,Astrea Acquisition Corp.,$10.00,$10.08,0.80%,2021
2021-02-04,ATC,Atotech Limited,$17.00,$22.71,33.59%,2021
2021-02-04,CENH,Centricus Acquisition Corp.,$10.00,$8.35,-16.50%,2021
2021-02-04,DCRN,Decarbonization Plus Acquisition Corporation II,$10.00,$9.33,-6.70%,2021
2021-02-04,ITQ,Itiquira Acquisition Corp.,$10.00,$10.17,1.70%,2021
2021-02-04,LABP,"Landos Biopharma, Inc.",$16.00,$22.93,43.31%,2021
2021-02-04,NXU,Novus Capital Corporation II,$10.00,$11.55,15.50%,2021
2021-02-04,SANA,"Sana Biotechnology, Inc.",$25.00,$3.36,-86.56%,2021
2021-02-04,SNSE,"Sensei Biotherapeutics, Inc.",$19.00,$32.28,69.90%,2021
2021-02-03,GHAC,Gaming & Hospitality Acquisition Corp.,$10.00,$10.07,0.70%,2021
2021-02-03,KRNL,"Kernel Group Holdings, Inc.",$10.00,$10.30,3.00%,2021
2021-02-03,ONTF,"ON24, Inc.",$50.00,$8.03,-83.94%,2021
2021-02-03,PRPC,CC Neuberger Principal Holdings III,$10.00,$10.95,9.50%,2021
2021-02-03,TIXT,"TELUS International, Inc.",$25.00,$4.31,-82.76%,2021
2021-02-03,TMAC,The Music Acquisition Corporation,$10.00,$10.10,1.00%,2021
2021-02-02,AAC,Ares Acquisition Corporation,$10.00,$10.79,7.90%,2021
2021-02-02,JWSM,Jaws Mustang Acquisition Corporation,$10.00,$11.39,13.90%,2021
2021-02-02,MDH,MDH Acquisition Corp.,$10.00,$10.04,0.40%,2021
2021-02-02,NRAC,Noble Rock Acquisition Corporation,$10.00,$11.01,10.10%,2021
2021-02-02,THMA,Thimble Point Acquisition Corp.,$10.00,$9.30,-7.00%,2021
2021-01-29,BCAC,Brookline Capital Acquisition Corp.,$10.00,$22.71,127.10%,2021
2021-01-29,BLUAF,BlueRiver Acquisition Corp.,$10.00,$10.61,6.10%,2021
2021-01-29,CFV,CF Acquisition Corp. V,$10.00,$8.65,-13.50%,2021
2021-01-29,CLRM,Clarim Acquisition Corp.,$10.00,$10.07,0.70%,2021
2021-01-29,EQHA,EQ Health Acquisition Corp.,$10.00,$10.06,0.60%,2021
2021-01-29,GCAC,Growth Capital Acquisition Corp.,$10.00,$7.99,-20.10%,2021
2021-01-29,HMPT,"Home Point Capital, Inc.",$13.00,$2.32,-82.15%,2021
2021-01-29,MIT,"Mason Industrial Technology, Inc.",$10.00,$10.14,1.40%,2021
2021-01-29,NLSP,NLS Pharmaceutics Ltd.,$4.15,$0.76,-81.64%,2021
2021-01-29,TRIN,Trinity Capital Inc.,$14.00,$14.42,3.00%,2021
2021-01-29,ZWRK,Z-Work Acquisition Corp.,$10.00,$10.08,0.80%,2021
2021-01-28,IGNY,Ignyte Acquisition Corp.,$10.00,$13.05,30.50%,2021
2021-01-28,ITHX,ITHAX Acquisition Corp.,$10.00,$10.13,5.91%,2021
2021-01-28,OCDX,Ortho Clinical Diagnostics Holdings plc,$17.00,$17.63,3.71%,2021
2021-01-28,RYM,"RYTHM, Inc.",-,$17.69,-,2021
2021-01-28,TLGA,TLG Acquisition One Corp.,$10.00,$6.06,-39.40%,2021
2021-01-28,VINP,Vinci Compass Investments Ltd.,$18.00,$10.16,-43.56%,2021
2021-01-28,XM,"Qualtrics International, Inc.",$30.00,$18.14,-39.53%,2021
2021-01-28,ZIM,ZIM Integrated Shipping Services Ltd.,$15.00,$26.99,79.93%,2021
